21,-3.839724354387525,-40.733545036504,-335.7434856063985
21,-3.490658503988659,-20.99999999999992,-342.92590861623756
21,-3.141592653589793,8.171241461241152e-14,-342.92590861623756
21,-2.792526803190927,19.733545036504157,-335.7434856063985
21,-2.443460952792061,35.820478342002694,-322.2449458029812
21,-2.0943951023931953,46.32047834200269,-304.058412323508
21,-1.7453292519943293,49.96709007300822,-283.3774495102516
21,-1.3962634015954634,46.32047834200268,-262.69648669699524
21,-1.0471975511965974,35.82047834200267,-244.50995321752202
21,-0.6981317007977315,19.73354503650413,-231.0114134141047
21,-0.34906585039886556,4.973799150320701e-14,-223.82899040426568
21,3.3306690738754696e-16,-20.99999999999995,-223.82899040426568
21,0.34906585039886623,-40.733545036504026,-231.01141341410474
21,3.3306690738754696e-16,-61.733545036504026,-231.01141341410474
21,-0.34906585039886556,-81.46709007300811,-223.8289904042657
21,-0.6981317007977315,-97.55402337850666,-210.3304506008484
21,-1.0471975511965974,-108.05402337850666,-192.14391712137518
21,-1.3962634015954634,-111.7006351095122,-171.4629543081188
21,-1.7453292519943293,-108.05402337850667,-150.78199149486244
21,-2.0943951023931953,-97.55402337850667,-132.59545801538923
21,-2.443460952792061,-81.46709007300814,-119.09691821197191
21,-2.792526803190927,-61.73354503650407,-111.91449520213287
21,-3.141592653589793,-40.73354503650407,-111.91449520213287
21,-3.490658503988659,-20.99999999999999,-119.09691821197191
21,-3.141592653589793,1.0658141036401503e-14,-119.09691821197191
21,-2.792526803190927,19.733545036504086,-111.91449520213287
21,-2.443460952792061,35.82047834200262,-98.41595539871554
21,-2.0943951023931953,46.320478342002616,-80.22942191924233
21,-1.7453292519943295,49.96709007300815,-59.548459105985955
21,-1.3962634015954636,46.320478342002616,-38.867496292729584
21,-1.0471975511965976,35.820478342002616,-20.680962813256368
21,-0.6981317007977318,19.733545036504076,-7.182423009839043
21,-0.3490658503988659,0.0,0.0
