125,-7.5049157835756155,-86.19503513049493,-171.5436981647789
125,-7.5049157835756155,-128.94755304620372,-54.08212056654045
125,-7.5049157835756155,-171.7000709619125,63.37945703169801
125,-7.5049157835756155,-214.45258887762128,180.84103462993647
125,-7.5049157835756155,-257.20510679333006,298.30261222817495
66,-5.061454830783554,-279.7784362528241,236.28289925630494
66,-5.061454830783554,-302.3517657123182,174.26318628443497
66,-5.061454830783554,-324.92509517181225,112.24347331256499
66,-5.061454830783554,-347.4984246313063,50.223760340694994
66,-5.061454830783554,-370.07175409080037,-11.795952631174991
66,-5.061454830783554,-392.64508355029443,-73.81566560304498
66,-5.061454830783554,-415.2184130097885,-135.83537857491496
66,-5.061454830783554,-437.79174246928255,-197.85509154678493
66,-5.061454830783554,-460.3650719287766,-259.8748045186549
66,-5.061454830783554,-482.9384013882707,-321.8945174905249
66,-4.572762640225142,-473.75297672490626,-387.2522100274685
66,-4.08407044966673,-434.959150073603,-440.647331656215
66,-3.595378259108318,-375.63874301785796,-469.5798273442941
66,-3.106686068549906,-309.67894843459766,-467.27646056192896
66,-2.617993877991494,-252.5212717848247,-434.27646056192896
66,-2.129301687433082,-217.5466003454332,-378.30528621560484
82,-4.153883619746503,-174.09322067831033,-447.84523010043176
82,-3.6651914291880914,-103.07913756798632,-488.8452301004317
82,-3.1764992386296793,-21.129089752420462,-491.7069888300367
82,-2.6878070480712672,52.572022044111215,-455.76055479333235
82,-2.199114857512855,100.770412732094,-389.42116125458665
82,-1.710422666954443,112.18260701081937,-308.2191796177779
82,-1.2217304763960306,84.13695525811453,-231.16438471333345
82,-1.2217304763960306,56.091303505409684,-154.10958980888896
82,-1.2217304763960306,28.045651752704842,-77.05479490444448
82,-1.2217304763960306,0.0,0.0
